##CUSTOMIZABLE LOCALIZATION##
String_Ah;Ah;;;;;;;;;x
String_Sol_Invictas_blessings;Eréndira's blessings;;;;;;;;;x
String_Kukulans_blessings;Kuklan's blessings;;;;;;;;;x
String_Hunab_Kus_blessings;Hunab Ku's blessings;;;;;;;;;x
String_The_Founders_blessings;The Founders' blessings;;;;;;;;;x
String_The_Dollars_blessings;The Dollar's blessings;;;;;;;;;x
String_The_Elements_blessings;The Elements' blessings;;;;;;;;;x
String_The_Emperors_blessings;The Emperor's blessings;;;;;;;;;x
String_Gaias_blessings;Gaia's blessings;;;;;;;;;x
String_Greetings_Stalker;Greetings, Stalker;;;;;;;;;x
String_Neptunes_blessings;Neptune's blessings;;;;;;;;;x
String_Go_with_Jah;Go with Jah;;;;;;;;;x
String_May_Sol_Invicta_illuminate_your_path;May Eréndira illuminate your path;;;;;;;;;x
String_May_the_Founders_protect_you;May the Founders protect you;;;;;;;;;x
String_May_the_Invisible_Hand_guide_you;May the Invisible Hand guide you;;;;;;;;;x
String_May_Atomos_protect_you;May the Elements protect you;;;;;;;;;x
String_May_the_Emperor_protect_you;May the Emperor protect you;;;;;;;;;x
String_May_Gaia_protect_you;May Gaia protect you;;;;;;;;;x
String_May_the_Noosphere_protect_you;May the Noosphere protect you;;;;;;;;;x
String_May_you_be_protected;May you be protected;;;;;;;;;x
String_May_Neptune_guide_you;May Neptune guide you;;;;;;;;;x
String_gear_amulet;gear amulet;;;;;;;;;x
String_totem;totem;;;;;;;;;x
String_serpent_amulet;serpent amulet;;;;;;;;;x
String_cowrie_shell;cowrie shell;;;;;;;;;x
String_torii_symbol;torii symbol;;;;;;;;;x
String_trefoil;trefoil;;;;;;;;;x
String_dollar_sign;dollar sign;;;;;;;;;x
String_skull_and_crossbones;skull and crossbones;;;;;;;;;x
String_flag_pin;flag pin;;;;;;;;;x
String_Danus_blessings;Danu's blessings;;;;;;;;;;;;;x
String_Arawn_watch_over_you;Arawn watch over you;;;;;;;;;;;;;x
GetHouseOfWorship_Celtic;Sacred Grove;;;;;;;;;;;;;x
String_the_Unseelie_Court;the Unseelie Court;;;;;;;;;;;;;x
String_Old_Noll;Old Noll;;;;;;;;;;;;;x
String_fae;fae;;;;;;;;;;;;;x
String_dark_druid;dark druid;;;;;;;;;;;;;x
String_dark_druids;dark druids;;;;;;;;;;;;;x
String_Glory_to_Old_Noll;Glory to Old Noll;;;;;;;;;;;;;x
String_Sluagh;Sluagh;;;;;;;;;;;;;x
String_Cailleach;Cailleach;;;;;;;;;;;;;x

##DEVIL WORSHIPPERS##

the_plaguebringers_random;The Lovers of [peyotist.GetRandomEvilGodNameCap];Adorateurs du [peyotist.GetRandomEvilGodNameCap];Die Liebhaber von [peyotist.GetRandomEvilGodNameCap];;Amantes de [peyotist.GetRandomEvilGodNameCap];;;;;;;;;x
the_plaguebringers_desc_real;The Plaguebringers worship what traditional believers would call evil spirits, as they curse their enemies with disease and turn to dark figures like Unk Cekula to achieve their personal goals. Most unsettling are the rumors that they carry very little qualms in regards to how this dark favor is gained...;Les Porteurs de la Peste adorent ce que les croyants traditionnels appelleraient les esprits malfaisants, car ils maudissent leurs ennemis avec la maladie et se tournent vers Erlik, le Dieu de la mort, pour atteindre leurs objectifs personnels. Le plus dérangeant est la rumeur selon laquelle ils ont très peu de scrupules sur la manière d'obtenir cette obscure faveur...;Die Seuchenbringer verehren, was traditionelle Gläubige als böse Geister bezeichnen würden. Sie belegen ihre Feinde mit Flüchen und Krankheiten und wenden sich an Erlik, den Gott des Todes, um ihre persönlichen Ziele zu erreichen. Besonders verstörend sind Gerüchte, wonach sie so ziemlich alles tun würden, um seine dunkle Gunst zu erlangen ...;;Los pandemonios veneran a lo que los creyentes tradicionales denominan "espíritus malignos". Maldicen a sus enemigos con enfermedades e imploran a Erlik, el dios de la muerte, que les ayude a conseguir metas personales. Circulan rumores inquietantes acerca de su falta de escrúpulos a la hora de conseguir el favor de su oscura divinidad.;;;;;;;;;x
the_plaguebringers_leader_desc;The Black Akiçita of the Plaguebringers.;Le Khan Noir des Porteurs de la Peste.;Der Schwarze Khan der Seuchenbringer.;;El khanum negro de los pandemonios.;;;;;;;;;x
the_plaguebringers_rank_1_female;Black Wínyan;Uylak;Uylak;;Uylak;;;;;;;;;x
the_plaguebringers_rank_1_male;Black Wicháša;Uylak;Uylak;;Uylak;;;;;;;;;x
the_plaguebringers_rank_2_female;Black Kíidaaw;Hortdan;Hortdan;;Hortdan;;;;;;;;;x
the_plaguebringers_rank_2_male;Black Kíidaaw;Hortdan;Hortdan;;Hortdan;;;;;;;;;x
the_plaguebringers_rank_3_female;Black Wiåyaå;Ubir;Ubir;;Ubir;;;;;;;;;x
the_plaguebringers_rank_3_male;Black Akiçita;Ubir;Ubir;;Ubir;;;;;;;;;x
the_plaguebringers_rank_4_female;Black Tawiçu;Khanoum noire;Schwarze Khanum;;Khanum negra;;;;;;;;;x
the_plaguebringers_rank_4_male;Black Itaåçaå;Khan noir;Schwarzer Khan;;Khanum negro;;;;;;;;;x

String_the_Illuminati;The Illuminati;;;;;;;;;;;;;x
String_Illuminati;Illuminati;;;;;;;;;;;;;x
the_illuminati;[GetIlluminatiSocietyName];[GetIlluminatiSocietyName];[GetIlluminatiSocietyName];;[GetIlluminatiSocietyName];;;;;;;;;x
the_illuminati_real;The Illuminati;Le Illuminati;Das Illuminati;;El Illuminati;;;;;;;;;x
the_illuminati_random;The Lovers of [americanist.GetRandomEvilGodNameCap];Adorateurs du [americanist.GetRandomEvilGodNameCap];Die Liebhaber von [americanist.GetRandomEvilGodNameCap];;Amantes de [americanist.GetRandomEvilGodNameCap];;;;;;;;;x
the_illuminati_desc;[GetIlluminatiSocietyDesc];[GetIlluminatiSocietyDesc];[GetIlluminatiSocietyDesc];;[GetIlluminatiSocietyDesc];;;;;;;;;x
the_illuminati_desc_real;The ultimate cause of the Event which destroyed Old America is shrouded in mystery. However, there is one theory that has persisted through the ages. It claims that a secret society used supernatural powers to bring down Old America for their own evil ends. Some say this society still exists today, and that they are looking for new members...;;;;;;;;;x
illuminati_recruit;[GetIlluminatiRecruit];[GetIlluminatiRecruit];[GetIlluminatiRecruit];;[GetIlluminatiRecruit];;;;;;;;;x
illuminati_recruit_real;Recruit to the Illuminati;Recruter pour le Illuminati;Für die Illuminati rekrutieren;;Reclutar para el Illuminati;;;;;;;;;x
illuminati_recruit_desc;[GetIlluminatiRecruitDesc];[GetIlluminatiRecruitDesc];[GetIlluminatiRecruitDesc];;[GetIlluminatiRecruitDesc];;;;;;;;;x
illuminati_recruit_desc_real;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of the Illuminati.;;;;;;;;;;;;;x
illuminati_recruit_block_tooltip;[GetIlluminatiRecruitBlockDesc];[GetIlluminatiRecruitBlockDesc];[GetIlluminatiRecruitBlockDesc];;[GetIlluminatiRecruitBlockDesc];;;;;;;;;x
illuminati_recruit_block_tooltip_real;Has not been approached by the Illuminati before.;N'a pas déjà été approché par le Illuminati.;Wurde noch nicht von den Illuminati angesprochen.;;Nunca ha tenido contacto con el Illuminati.;;;;;;;;;x
the_illuminati_leader_desc;The Grand Master of the Illuminati.;;;;;;;;;x
the_illuminati_rank_1_female;Inspector;Inspector;Inspector;;Inspector;;;;;;;;;x
the_illuminati_rank_1_male;Inspector;Inspecteur;Inspektor;;Inspector;;;;;;;;;x
the_illuminati_rank_2_female;Dame;Dame;Dame;;Dama;;;;;;;;;x
the_illuminati_rank_2_male;Knight;Chevalier;Ritter;;Caballero;;;;;;;;;x
the_illuminati_rank_3_female;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
the_illuminati_rank_3_male;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
the_illuminati_rank_4_female;Mistress;Maîtresse;Herrin;;Amante;;;;;;;;;x
the_illuminati_rank_4_male;Grand Master;Maîtriser;Meister;;Dominar;;;;;;;;;x
currency_name_the_illuminati;Dark Power;Pouvoir obscur;Dunkle Macht;;Poder oscuro;;;;;;;;;x

##JESUITS/DOMINICANS##

String_the_Dominican_Order;The Society of Jesus;l'Ordre des Dominicains;Dominikanerorden;;la orden dominicana;;;;;;;;;x
String_the_Dominican_Order_alternate;The Inquisitors;Inquisiteurs;Inquisitoren;;los Inquisidores;;;;;;;;;x
monastic_order_dominican;[GetDominicanSocietyName];[GetDominicanSocietyName];[GetDominicanSocietyName];;[GetDominicanSocietyName];;;;;;;;;x
monastic_order_dominican_real;The Society of Jesus;Ordre des Dominicains;Dominikanerorden;;La orden dominicana;;;;;;;;;x
monastic_order_dominican_random;The Inquisitors;Inquisiteurs;Die Inquisitoren;;Los Inquisidores;;;;;;;;;x
monastic_order_dominican_desc;[GetDominicanSocietyDesc];[GetDominicanSocietyDesc];[GetDominicanSocietyDesc];;[GetDominicanSocietyDesc];;;;;;;;;x
monastic_order_dominican_desc_real;The Society of Jesus, also known as the Jesuits, have had a presence in the Americas for over a millenium. They have once again dedicated themselves to bringing the word of God to North America, no matter the cost...\nAs a lay member of the Order, you are expected not to pursue material wealth and to assist the Jesuits whenever possible.;Les Dominicains sont capables d'écouter les confessions de n'importe quel chrétien. Habillés en noir et blanc, ils mènent la sainte inquisition en identifiant les hérétiques. En tant que membre de cet ordre, il est attendu de vous de ne pas rechercher l'enrichissement matériel, mais la vérité.;Die Mitglieder des Dominikanerordens sind in schwarz und weiß gekleidet und lauschen den Beichten aller Christen. Ihnen obliegt die Führung der Heiligen Inquisition, deren Aufgabe es ist, Ketzer aufzuspüren. Von Angehörigen des Ordens wird verlangt, allen materiellen Gütern abzuschwören und nach wahrer Erkenntnis zu streben.;;Los miembros de la orden dominicana pueden confesar a cualquier cristiano. Visten de blanco y negro, están al mando de la santa Inquisición y su misión consiste en desenmascarar a los herejes. Sus miembros deben perseguir la verdad y no acumular bienes materiales.;;;;;;;;;x
monastic_order_dominican_desc_random;The Inquisitors are able to listen to the confessions of any [christian.GetGroupName] – dressed in white and black, they lead the holy inquisition, charged with a mission to identify heretics. As a lay member of their Order you are expected to not pursue material wealth, but strive to be a seeker of truth.;Les Inquisiteurs sont capables d'écouter les confessions de n'importe quel [christian.GetGroupName]. Habillés en noir et blanc, ils mènent la sainte inquisition en identifiant les hérétiques. En tant que membre de cet ordre, il est attendu de vous de ne pas rechercher l'enrichissement matériel, mais la vérité.;Die Inquisitoren sind in schwarz und weiß gekleidet und lauschen den Beichten aller [christian.GetGroupName]en Gläubigen. Ihnen obliegt die Führung der Heiligen Inquisition, deren Aufgabe es ist, Ketzer aufzuspüren. Von Angehörigen des Ordens wird verlangt, allen materiellen Gütern abzuschwören und nach wahrer Erkenntnis zu streben.;;Los Inquisidores pueden confesar a cualquier [christian.GetGroupName]. Visten de blanco y negro, están al mando de la Santa Inquisición y su misión consiste en desenmascarar a los herejes. Sus miembros deben perseguir la verdad y no acumular bienes materiales.;;;;;;;;;x
String_Saint_Dominic;Saint Ignatius;saint Dominique;Heiliger Dominik;;Santo Domingo;;;;;;;;;x
String_the_Rule_of_Saint_Augustine;the Rule of Saint Ignatius;;;;;;;;;x
monastic_order_dominican_leader_desc;The Conversus of the Benedictine Order.;Le Conversus de l'Ordre des Bénédictins.;Der Conversus des Benediktinerordens.;;El conversus de la orden de san Benito.;;;;;;;;;x
monastic_order_dominican_rank_1_female;Minister;Donatus;Donatus;;Donatus;;;;;;;;;x
monastic_order_dominican_rank_2_female;Socius;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
monastic_order_dominican_rank_3_female;Admonitor;Commissus;Commissus;;Commissus;;;;;;;;;x
monastic_order_dominican_rank_4_female;Praepositus Generalis;Conversus;Conversus;;Conversus;;;;;;;;;x
monastic_order_dominican_rank_1_male;Minister;Donatus;Donatus;;Donatus;;;;;;;;;x
monastic_order_dominican_rank_2_male;Socius;Oblatus;Oblatus;;Oblatus;;;;;;;;;x
monastic_order_dominican_rank_3_male;Admonitor;Commissus;Commissus;;Commissus;;;;;;;;;x
monastic_order_dominican_rank_4_male;Praepositus Generalis;Conversus;Conversus;;Conversus;;;;;;;;;x
monastic_order_dominican_leader_desc;The Praepositus Generalis of the Benedictine Order.;Le Conversus de l'Ordre des Bénédictins.;Der Conversus des Benediktinerordens.;;El conversus de la orden de san Benito.;;;;;;;;;x

##CHABAD##


String_Chabad;Chabad;;;;;;;;;;;;;x
String_Alter_Rebbe;the Alter Rebbe;;;;;;;;;;;;;x
String_the_Tanya;the Tanya;;;;;;;;;;;;;x
String_Adonai;HaShem;;;;;;;;;;;;;x
monastic_order_jewish;[GetChabadSocietyName];[GetChabadSocietyName];[GetChabadSocietyName];;;;;;;;;;;x
monastic_order_jewish_real;Chabad;;;;;;;;;;;;;x
monastic_order_jewish_random;The Studious Ones;;;;;;;;;;;;;x
monastic_order_jewish_desc;[GetChabadSocietyDesc];[GetChabadSocietyDesc];[GetChabadSocietyDesc];;;;;;;;;;;x
monastic_order_jewish_desc_real;The Chabad movement originated in the Old World, but its leaders have resided in Brooklyn for centuries. The movement emphasizes the importance of wisdom, understanding, and knowledge, focusing on Torah study and prayer rather than esotericism.;;;;;;;;;;;;;x
monastic_order_jewish_desc_random;The Studious Ones is an old scholar community with "Pray and Study", as their motto. They worship [jewish.GetHighGodName] and find purpose in scholarly work and debate.;;;;;;;;;;;;;x
monastic_order_jewish_leader_desc;The Rebbe of the Chabad movement.;;;;;;;;;;;;;x
monastic_order_jewish_rank_1_female;Chasid;Chasid;Chasid;;Chasid;;;;;;;;;x
monastic_order_jewish_rank_2_female;Shaliach;Shaliach;Shaliach;;Shaliach;;;;;;;;;x
monastic_order_jewish_rank_3_female;Mashpi'oh;Mashpi'oh;Mashpi'oh;;Mashpi'oh;;;;;;;;;x
monastic_order_jewish_rank_4_female;Rebbetzin;Rebbetzin;Rebbetzin;;Rebbetzin;;;;;;;;;x
monastic_order_jewish_rank_1_male;Chasid;Chasid;Chasid;;Chasid;;;;;;;;;x
monastic_order_jewish_rank_2_male;Shaliach;Shaliach;Shaliach;;Shaliach;;;;;;;;;x
monastic_order_jewish_rank_3_male;Mashpia;Mashpia;Mashpia;;Mashpia;;;;;;;;;x
monastic_order_jewish_rank_4_male;Rebbe;Rebbe;Rebbe;;Rebbe;;;;;;;;;x
currency_name_monastic_order_jewish;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
String_doing_teshuva;doing teshuva;;;;;;;;;;;;;x
doing_teshuva;Doing Teshuva;Fait Teshuva;Tut Teshuva;;Hacer Teshuva;;;;;;;;;x
doing_teshuva_desc;This character has secluded themselves to acknowledge and repent for their sins, so that they will be less likely to sin in future.;;;;;;;;;;;;;x
monastic_order_jewish_first_mitzvah_tt;Your character will make more of an effort to fulfill the first mitzvah — to be fruitful and multiply.;;;;;;;;;;;;;x
chabad_invite_rabbi;Invite Chabad Rabbi;;;;;;;;;;;;;x
chabad_invite_rabbi_desc;Invite a Chabad rabbi to join your court.;;;;;;;;;;;;;x
chabad_invite_rabbi_tt;A Chabad Rabbi will soon appear at the court of §Y[Root.GetTitledFirstName]§!.\n;;;;;;;;;;;;;x
chabad_invite_rabbi_power_desc;Enables you to invite a learned Chasidic Rabbi to your court.;;;;;;;;;;;;;x
chabad_convert_yiddish;Convert County to Yiddish;;;;;;;;;;;;;x
chabad_convert_yiddish_desc;Send shluchim from [From.Society.GetName] to the local population so that they may encourage them to adopt a more traditional culture.;;;;;;;;;;;;;x
chabad_convert_yiddish_power_desc;Enables §Gright-clicking§! the title shield of a county to convert the local population to Yiddish culture, if the county is already Jewish.;;;;;;;;;;;;;x
EVTDESC_4402_TESHUVA;[Root.GetMOGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\n\nThe hectic life of a ruler rarely allows for sufficient time for repentance. I ask of you to seclude yourself and think about the sins you have committed. Reflection is the first step to repentance, [Root.GetSocietyRank].\n\n[Root.GetMOFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
quest_monastic_order_teshuva;Secluded Teshuva;;;;;;;;;;;;;x
quest_monastic_order_teshuva_desc;To become a better Jew, you are to seclude yourself to reflct and repent. Spend your days reading [Root.Religion.GetScriptureName] and contemplating your sins, both past and present. During this time, you must live simply and restrict your access to the outside world.;;;;;;;;;;;;;x
quest_monastic_order_teshuva_tooltip;To complete this mission, select §Y'Begin Secluded Teshuva'§! in the Intrigue Menu and successfully complete your process of redemption.;;;;;;;;;;;;;x
monastic_order_teshuva;Begin Secluded Teshuva;;;;;;;;;;;;;x
monastic_order_teshuva_desc;§Y[Root.GetTitledFirstName]§! can seclude [Root.GetHerselfHimself] and reflect upon [Root.GetHerHis] life and [Root.GetHerHis] sins to become a better Jew.;;;;;;;;;;;;;x
monastic_order_teshuva_allow_tt;§Y[Root.GetTitledFirstName]§! has not secluded [Root.GetHerselfHimself] to perform teshuva recently.\n;;;;;;;;;;;;;x
rampant_sinner_jewish;Rampant Sinner;Inexorablement dans le péché;Zügelloser Sünder;;Pecador empedernido;;;;;;;;;x
rampant_sinner_jewish_desc;This character simply cannot help but act shamefully. Even as they attempted to perform teshuva, they fell to sin.;;;;;;;;;;;;;x
cultural_tension;Cultural Tension;;;;;;;;;;;;;x
cultural_tension_desc;This county is in a state of unrest due to Chabad's efforts to make the local populace adopt Yiddish culture.;;;;;;;;;;;;;x
EVTDESC_rabbi_at_court;The Chabad Rabbi has finally arrived at my court. [From.GetFirstName] is a most noble and wise rabbi and I will happily receive [From.GetHerHis] counsel in matters of religion and scholarly pursuits.;;;;;;;;;;;;;x
EVTDESC_chabad_convert_yiddish;A majority of the population in [From.GetName] has embraced Yiddish culture.;;;;;;;;;;;;;x
EVTDESC_chabad_convert_yiddish_other;A courier is brought before me with a message, telling me that [FromFrom.GetTitledFirstName] has sent shluchim to [From.GetName] who have successfully managed to persuade the populace to embrace Yiddish culture.;;;;;;;;;;;;;x
EVTOPTC_MNM_4610_torah;Start planning the theft of the §Ancient Torah§!!;;;;;;;;;;;;;x
EVTOPTA_MNM_4202_JEWISH;Fascinating! I shall visit the synagogue where this feat has been accomplished.;;;;;;;;;;;;;x
String_Hakadosh_Baruch_Hu;Hakadosh Baruch Hu;Hakadosh Baruch Hu;Hakadosh Baruch Hu;;Hakadosh Baruch Hu;;;;;;;;;x
String_Emperors_Blessings_upon_you;Emperor's Blessings upon you;;;;;;;;;;;;;x

##Note: the Benedictine order is well-established as an Anglican religious order IRL. I don't think I have to touch most of their localization.##
##this was a very wise decision.##
monastic_order_benedictine_desc_random;The Diligent Ones is an old monastic community with 'Ora et Labora', meaning 'pray and labor', as their motto. Often recognized by their black habits, they worship [high_church.GetHighGodName] and find purpose in prayer and quiet contemplation as well as scholarly work.;Les Diligents sont une vieille communauté monastique, dont 'Ora et Labora', 'Prie et travaille', est la devise. Souvent reconnus par leurs habits noirs, ils rendent un culte au [catholic.GetHighGodName] et se consacrent à la prière et la contemplation silencieuse, aussi bien qu'aux travaux d'érudition.;Der Gewissenhaften sind eine alte Mönchsgemeinschaft, die dem Motto "Ora et Labora" ("Bete und arbeite") folgt. Man erkennt die Mitglieder oft an ihren schwarzen Kutten. Sie beten zu [catholic.GetHighGodName] und machen sich das Gebet, die stille Meditation sowie gelehrsame Arbeit zum Lebenszweck.;;Los Diligentes son una antigua comunidad monástica cuyo lema es "Ora et labora"(reza y trabaja). Se les reconoce por sus hábitos negros. Adoran a Dios y encuentran un propósito en la oración, la contemplación silenciosa y la labor académica.;;;;;;;;;x


##Brigham Young Society##
String_the_Brigham_Young_Society;the Brigham Young Society;;;;;;;;;;;;;x
String_Brigham_Young;Brigham Young;;;;;;;;;;;;;x
String_the_Honor_Code;the Honor Code;;;;;;;;;;;;;x
monastic_order_mormon;[GetBYUSocietyName];[GetBYUSocietyName];[GetBYUSocietyName];;;;;;;;;;;x
monastic_order_mormon_real;The Brigham Young Society;;;;;;;;;;;;;x
monastic_order_mormon_random;The Pious Following;Pieux Adeptes;Die Frommen Anhänger;;Los Seguidores píos;;;;;;;;;x
monastic_order_mormon_desc;[GetBYUSocietyDesc];[GetBYUSocietyDesc];[GetBYUSocietyDesc];;;;;;;;;;;x
monastic_order_mormon_desc_real;The Brigham Young Society grew out of the old Brigham Young University after the Event. The Brigham Young Society is now exclusively Mormon, and focused more on the Mormon faith more than secular education.;;;;;;;;;;;;;x
